entry_id,title,jurisdiction,year,income,coverage_pct,avg_depth,alignment_score,Human rights & human dignity,"Peaceful, just & interconnected societies",Diversity & inclusiveness,Environment & ecosystem flourishing,Proportionality & do no harm,Safety & security,Fairness & non-discrimination,Sustainability,Right to privacy & data protection,Human oversight & determination,Transparency & explainability,Responsibility & accountability,Awareness & literacy,Multi-stakeholder & adaptive governance,Ethical impact assessment,Ethical governance & stewardship,Data policy,Development & international cooperation,Environment & ecosystem,Gender,Culture,Education & research,Communication & information,Economy & labour,Health & social well-being
a3f5f51095ea,National Genomic Data Infrastructure (GDI) Node and 1+ Million Genome Project,Romania,2022,High income,52.0,3.72,60.9,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,4.50,0.00,2.50,3.00,3.00,4.00,0.00,4.00,4.33,4.00,0.00,0.00,0.00,3.00,0.00,4.00,0.00
0d7b020fae96,AI Policy Forum,Austria,2021,High income,64.0,2.81,60.9,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,4.00,3.00,4.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,4.00,0.00,2.00,2.00
e9bd55b2e611,Shaping Digital Education Policy,European Union,2020,Unknown,60.0,3.11,60.9,2.75,3.33,4.00,0.00,0.00,0.00,4.00,0.00,3.00,4.00,3.50,3.33,2.00,4.00,2.00,3.75,3.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
2c7324e1799f,PAIDEIA project,Malta,2023,High income,60.0,3.10,60.8,0.00,2.50,2.00,4.00,0.00,0.00,2.00,4.00,2.00,0.00,2.00,0.00,4.00,4.00,0.00,3.00,2.00,4.00,4.00,0.00,0.00,4.00,0.00,3.00,0.00
5e49e1eaac7d,Smart & Sustainable Investment Grant,Malta,2024,High income,60.0,3.10,60.8,0.00,2.00,2.00,4.00,0.00,0.00,2.00,4.00,4.00,0.00,3.00,3.50,2.00,0.00,4.00,4.00,4.00,0.00,4.00,0.00,0.00,2.00,0.00,2.00,0.00
6fad0bf69e53,Expert National Task Force on the Fourth Industrial Revolution,Uganda,2019,Developing,60.0,3.10,60.8,0.00,4.00,4.00,2.00,0.00,0.00,4.00,2.00,3.00,0.00,0.00,3.00,4.00,2.00,0.00,3.50,3.00,2.00,2.00,0.00,0.00,4.00,0.00,4.00,0.00
49447c75879c,AI Support Portfolio,Estonia,2022,High income,56.0,3.39,60.7,0.00,2.00,2.00,0.00,4.00,0.00,2.00,0.00,3.50,2.00,0.00,2.00,5.00,5.00,4.50,5.00,3.50,0.00,0.00,0.00,0.00,5.00,0.00,2.00,0.00
a0b030eda805,AI Factories Latvia,Latvia,2025,High income,56.0,3.39,60.7,0.00,3.50,3.00,4.00,0.00,0.00,3.00,4.00,0.00,0.00,3.00,4.00,3.00,4.00,0.00,2.00,0.00,4.00,4.00,0.00,0.00,3.00,0.00,3.00,0.00
7d1cbf1cd4ce,Robotics and Life,Romania,2025,High income,56.0,3.39,60.7,0.00,2.50,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,2.00,4.00,3.00,0.00,2.00,0.00,3.00,4.00,0.00,4.00,4.00,0.00,3.00,0.00
34851c7fb6a2,University of Zagreb University Computing Centre (SRCE) ICT Education Programme,Croatia,2022,High income,56.0,3.39,60.7,0.00,3.50,4.00,2.00,0.00,0.00,3.50,2.00,0.00,0.00,1.50,2.00,4.50,5.00,0.00,0.00,4.00,5.00,2.00,0.00,0.00,4.50,0.00,4.00,0.00
0c47e30f66df,EDIH Adria,Croatia,2021,High income,52.0,3.69,60.7,0.00,4.00,3.50,3.00,0.00,0.00,3.50,3.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,4.00,0.00,4.00,3.00,0.00,0.00,4.00,0.00,4.00,0.00
461c8b546ff1,Research Ireland Centres,Ireland,2012,High income,52.0,3.69,60.7,0.00,3.50,4.00,4.00,0.00,0.00,3.50,4.00,0.00,0.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,3.00,0.00,4.00,3.00
23d4e90a9b57,Investments for the Future Programme,France,2010,High income,64.0,2.78,60.6,0.00,2.00,2.00,3.00,0.00,2.00,2.00,3.00,3.00,0.00,4.00,3.00,0.00,3.50,0.00,3.00,3.00,4.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00
69868d0af5c6,Humane-AI-Net,Türkiye,2020,Developing,56.0,3.38,60.6,0.00,4.00,3.00,0.00,0.00,0.00,4.00,0.00,0.00,5.00,3.00,0.00,5.00,2.33,2.00,2.00,0.00,2.00,0.00,0.00,2.00,5.00,0.00,4.00,4.00
57dcafbfc73d,SMEs Innovative: Medical Technology,Germany,2018,High income,52.0,3.68,60.6,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00,3.33,4.00,3.00,0.00,4.00,4.00,3.50,0.00,0.00,0.00,0.00,3.00,0.00,4.00,4.00
92bdae0a52e9,Spanish Data Protection Agency,Spain,2020,High income,60.0,3.08,60.6,2.67,2.00,2.00,0.00,4.00,4.00,2.00,0.00,4.50,3.00,3.00,3.50,2.00,0.00,4.00,3.00,4.50,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
11ed663ffeb3,European Digital Innovation Hub,Malta,2023,High income,44.0,4.27,60.6,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,3.00,5.00,5.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,4.00,0.00
4b75c4322f9a,"""Automated Vehicles"" Bill in the Road Traffic Act",Germany,2017,High income,48.0,3.97,60.6,0.00,3.00,0.00,0.00,4.00,4.50,0.00,0.00,4.00,5.00,4.00,5.00,3.00,0.00,0.00,4.67,4.50,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00
69f6e15bbbc9,Big Data Analysis,Sweden,2019,High income,60.0,3.07,60.5,0.00,4.00,3.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,3.00,4.00,2.00,4.00,0.00,4.00,3.00,4.00,2.00,0.00,0.00,2.00,0.00,4.00,0.00
1312b3300a28,AI Programme,Finland,2017,High income,60.0,3.07,60.5,4.00,3.00,3.00,0.00,0.00,2.00,3.00,0.00,0.00,3.00,2.00,3.00,4.00,3.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,4.00,0.00,3.00,3.00
560b397ad7c2,Second Joint Action Towards the European Health Data Space,Finland,2024,High income,52.0,3.66,60.5,4.00,3.00,4.00,0.00,0.00,4.00,4.00,0.00,4.50,3.00,2.50,3.50,0.00,0.00,0.00,3.75,4.33,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00
65bf7540f7e6,AI and Privacy Report,Norway,2019,High income,48.0,3.96,60.5,3.00,4.50,0.00,0.00,0.00,0.00,5.00,0.00,5.00,2.00,4.50,3.50,4.00,0.00,3.00,0.00,5.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
59bbe734a828,ASEAN Data Management Framework,Association of Southeast Asian Nations,2021,Unknown,48.0,3.96,60.5,0.00,3.00,3.00,0.00,4.00,0.00,3.00,0.00,4.50,0.00,3.33,4.50,0.00,5.00,4.50,5.00,4.67,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
66d49c9703e9,European Digital Innovation Hubs (EDIHs),Slovenia,2024,High income,56.0,3.36,60.5,0.00,2.00,4.00,3.00,0.00,0.00,4.00,3.00,0.00,0.00,2.50,4.00,4.00,4.00,0.00,3.50,0.00,4.00,3.00,0.00,0.00,4.00,0.00,2.00,0.00
e67ec0f7a453,Fair Forward AI for All,Germany,2019,High income,56.0,3.36,60.5,0.00,3.50,3.00,4.00,0.00,0.00,3.00,4.00,0.00,0.00,4.00,0.00,2.00,4.00,0.00,0.00,4.50,4.00,4.00,2.00,0.00,2.00,0.00,3.00,0.00
b8df3d55a655,National AI R&D Strategic Plan,United States,2016,High income,56.0,3.36,60.5,0.00,4.00,3.00,0.00,0.00,5.00,3.00,0.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,3.00,0.00,4.00,4.00
9c0984f77378,AI-based Computer-Aided Detection Software Product,Ukraine,2025,Developing,56.0,3.36,60.5,0.00,3.00,4.00,0.00,0.00,3.00,4.00,0.00,0.00,4.00,3.00,4.00,3.00,3.00,0.00,4.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,3.00
fbf6444321d9,Integrating AI into the Electronic Health Records,Netherlands,2023,High income,56.0,3.36,60.5,3.00,3.00,2.00,0.00,0.00,4.00,2.00,0.00,4.00,5.00,2.00,3.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00
5dc2c2533c4d,IPCEI on Microelectronics and Communication Technologies (IPCEI ME/CT)/ Project FANFARE,Ireland,2023,High income,52.0,3.65,60.4,0.00,3.50,3.00,4.00,0.00,2.50,3.00,4.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,0.00,3.50,0.00
59e47b135852,AI European Digital Innovation Hub (EDIH) Hungary,Hungary,2022,High income,52.0,3.65,60.4,0.00,4.00,3.50,3.00,0.00,0.00,3.50,3.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,3.50,0.00,4.00,3.00,0.00,0.00,4.00,0.00,4.00,0.00
06df7baf7cd0,AI/ML-Based Software as a Medical Device Action Plan,United States,2021,High income,52.0,3.65,60.4,0.00,3.00,0.00,0.00,4.00,3.50,0.00,0.00,4.00,2.00,4.00,4.00,4.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
f262d427bb12,AI in Practice Website,Hungary,2019,High income,64.0,2.75,60.4,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,3.00,4.00,3.00,0.00,3.00,3.00,0.00,3.00,0.00,0.00,4.00,0.00,2.00,2.00
faaa82d8c4c4,Dutch Vision on Data Sharing Between Companies,Netherlands,2019,High income,48.0,3.95,60.4,4.00,4.00,4.00,0.00,4.00,0.00,4.00,0.00,4.00,4.50,4.00,3.50,0.00,0.00,0.00,3.40,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
fdfc5c3d5135,AI Adoption Framework,Saudi Arabia,2024,High income,60.0,3.04,60.4,2.00,3.00,3.00,0.00,0.00,0.00,3.50,0.00,3.33,3.00,3.00,4.00,3.00,0.00,4.00,3.50,3.33,0.00,0.00,0.00,0.00,3.00,0.00,2.00,2.00
4ab86e15d4bc,Legal Guide for Designing Regulatory Sandboxes,Israel,2024,High income,60.0,3.03,60.3,3.00,3.00,3.00,0.00,3.50,3.50,2.75,0.00,0.00,0.00,2.67,3.00,3.00,2.40,3.50,3.33,0.00,2.50,0.00,0.00,0.00,3.00,0.00,3.33,0.00
4aeda0aa44de,Act on Testing Self-Driving Vehicles,Norway,2017,High income,48.0,3.93,60.2,4.00,5.00,3.50,0.00,4.00,0.00,5.00,0.00,0.00,0.00,4.00,4.33,3.00,0.00,0.00,4.33,0.00,0.00,0.00,5.00,2.00,3.00,0.00,0.00,0.00
922800b357f7,AI in Primary and Secondary school,Italy,2024,High income,60.0,3.02,60.2,0.00,3.00,3.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,1.00,3.33,5.00,3.00,0.00,4.00,0.00,3.00,2.00,0.00,0.00,5.00,0.00,3.00,3.00
cbf941435b6c,Kenya's Digital Economy Strategy,Kenya,2020,Developing,60.0,3.02,60.2,0.00,4.00,4.00,2.00,0.00,2.50,4.17,2.00,0.00,0.00,2.60,2.67,3.33,3.00,0.00,3.33,0.00,3.00,2.00,0.00,0.00,3.33,0.00,3.40,0.00
9799084208f4,Kenya's Digital Economy Blueprint,Kenya,2019,Developing,60.0,3.02,60.2,0.00,2.50,4.00,0.00,0.00,0.00,2.67,0.00,4.00,0.00,3.00,3.00,2.00,3.50,0.00,4.00,3.67,3.00,0.00,2.00,0.00,2.00,0.00,3.00,3.00
91f40e195f2a,European Digital Innovation Hubs (EDIHs),Slovak Republic,2023,High income,56.0,3.32,60.2,0.00,2.00,4.00,3.00,0.00,0.00,4.00,3.00,0.00,0.00,2.00,4.00,4.00,4.00,0.00,3.50,0.00,4.00,3.00,0.00,0.00,4.00,0.00,2.00,0.00
d653b6f9179f,European Digital Innovation Hubs (EDIH) in the Netherlands,Netherlands,2023,High income,56.0,3.32,60.2,0.00,2.00,4.00,3.00,0.00,0.00,4.00,3.00,0.00,0.00,2.00,4.00,4.00,4.00,0.00,3.50,0.00,4.00,3.00,0.00,0.00,4.00,0.00,2.00,0.00
173eda1bb811,Finnish AI Region (FAIR) European Digital Innovation Hub (EDIH),Finland,2022,High income,56.0,3.32,60.2,0.00,2.00,4.00,3.00,0.00,0.00,4.00,3.00,0.00,0.00,2.00,4.00,4.00,4.00,0.00,3.50,0.00,4.00,3.00,0.00,0.00,4.00,0.00,2.00,0.00
02d1b56ce1ac,HealthHub,Finland,2022,High income,56.0,3.32,60.2,0.00,2.00,3.50,3.00,0.00,0.00,3.50,3.00,0.00,0.00,3.00,4.00,4.00,4.00,0.00,3.50,0.00,4.00,3.00,0.00,0.00,4.00,0.00,2.00,0.00
4786df184851,CeADAR Technology Centre and  CeADAR AI EDIH,Ireland,2024,High income,56.0,3.32,60.2,0.00,2.00,4.00,3.00,0.00,0.00,4.00,3.00,0.00,0.00,2.00,4.00,4.00,4.00,0.00,3.50,0.00,4.00,3.00,0.00,0.00,4.00,0.00,2.00,0.00
c1c77600b067,Readiness Assessment Methodology (RAM): A Tool of the Recommendation on the Ethics of Artificial Intelligence,,,Unknown,64.0,2.72,60.1,4.00,2.33,2.00,2.00,0.00,0.00,2.67,2.00,0.00,0.00,0.00,2.00,2.00,4.50,2.00,5.00,0.00,4.00,2.00,3.00,0.00,2.00,0.00,2.00,0.00
3dc70ecafaf6,Freedom of Information Policy,Saudi Arabia,2020,High income,52.0,3.62,60.1,4.00,4.00,4.00,0.00,3.00,0.00,3.50,0.00,0.00,0.00,4.50,3.00,3.00,0.00,0.00,4.00,4.00,0.00,0.00,3.00,0.00,3.00,0.00,4.00,0.00
e75e95d629d1,Australia's AI Action Plan,Australia,2021,High income,52.0,3.60,60.0,0.00,3.50,5.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,3.33,0.00,3.50,2.50,0.00,2.50,4.00,3.00,0.00,0.00,0.00,3.50,0.00,4.00,0.00
ff9bb34e4c1f,Centre for Artificial Intelligence in Society,Denmark,2024,High income,52.0,3.60,60.0,0.00,3.33,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,2.50,3.00,4.00,4.00,4.00,3.00,0.00,3.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
41fd51d21211,Ethical Impact Assessment (EIA): A Tool of the Recommendation on the Ethics of Artificial Intelligence,,,Unknown,60.0,3.00,60.0,4.00,2.67,2.00,3.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,2.00,2.00,4.33,3.00,0.00,0.00,4.00,3.00,4.00,0.00,2.00,0.00,3.00,0.00
3d85e9cd177b,Pan-Canadian AI Strategy,Canada,2017,High income,60.0,2.99,59.9,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,3.33,3.50,4.00,0.00,0.00,4.00,3.00,0.00,3.00,0.00,0.00,4.00,3.00,2.00,0.00
f30e6277660a,Data Market Platform,Hungary,2020,High income,64.0,2.69,59.9,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,4.00,3.00,3.00,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,3.00,0.00,2.00,2.00
cbe05a0be865,Public Sector AI Playbook,Singapore,2021,High income,56.0,3.29,59.9,0.00,2.00,3.00,0.00,0.00,0.00,3.00,0.00,4.00,3.00,2.00,3.00,5.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00,2.00
408127bcfe9e,Hungary's AI Strategy,Hungary,2020,High income,52.0,3.58,59.8,0.00,3.50,3.00,4.00,0.00,0.00,3.00,4.00,0.00,0.00,1.00,0.00,4.00,4.00,0.00,4.00,0.00,5.00,4.00,0.00,0.00,4.00,0.00,3.00,0.00
e82243e19aa9,Plan for Federal Engagement in Developing Technical Standards and Related Tools,United States,2019,High income,56.0,3.27,59.8,0.00,2.00,3.00,0.00,0.00,4.00,2.50,0.00,0.00,0.00,3.33,3.50,3.50,4.00,0.00,4.50,4.00,4.00,0.00,2.00,0.00,3.50,0.00,2.00,0.00
cd5c1f11ebe2,Medical Research Future Fund,Australia,2016,High income,48.0,3.86,59.7,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,3.00,3.33,4.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00
df96b98ccf58,Guide to the Saudi Personal Data Protection Law,Saudi Arabia,2023,High income,44.0,4.16,59.7,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,3.60,4.33,4.00,0.00,5.00,4.50,4.33,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00
a0314c0efd3d,Regulatory Framework for Automated Vehicles in Australia,Australia,2022,High income,56.0,3.25,59.6,0.00,4.00,2.00,2.00,3.00,5.00,2.00,2.00,0.00,0.00,0.00,4.00,0.00,4.00,3.50,4.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,4.00,0.00
fabb61ece0cd,European Digital Innovation Hubs (EDIHs),Sweden,2024,High income,56.0,3.25,59.6,0.00,2.00,3.50,3.00,0.00,0.00,3.50,3.00,0.00,0.00,2.00,4.00,4.00,4.00,0.00,3.50,0.00,4.00,3.00,0.00,0.00,4.00,0.00,2.00,0.00
1b186814a3c0,HealthHub - Center for Innovative Healthcare,Slovak Republic,2024,High income,56.0,3.25,59.6,0.00,2.00,3.50,3.00,0.00,0.00,3.50,3.00,0.00,0.00,2.00,4.00,4.00,4.00,0.00,3.50,0.00,4.00,3.00,0.00,0.00,4.00,0.00,2.00,0.00
46f200e14376,National Defense Authorization Act for Fiscal Year 2021,United States,2021,High income,40.0,4.45,59.6,0.00,0.00,0.00,5.00,0.00,5.00,0.00,5.00,0.00,0.00,2.00,3.50,5.00,0.00,4.00,5.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00
939bfcf76b49,Agricultural Research and Innovation Hub (AgriHub),Malta,2014,High income,56.0,3.25,59.6,0.00,0.00,3.00,4.00,0.00,2.50,3.00,4.00,3.00,0.00,3.00,4.00,3.00,0.00,0.00,4.00,3.00,0.00,4.00,0.00,0.00,3.00,0.00,0.00,2.00
c96a7e80603f,Protecting the U.S. Advantage in AI and Related Critical Technologies,United States,2018,High income,48.0,3.85,59.6,0.00,0.00,3.00,0.00,0.00,4.00,3.00,0.00,4.00,0.00,2.50,3.00,5.00,4.00,0.00,4.33,4.33,4.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00
fe6c7a1656cf,Open Data Action Plan,Latvia,2022,High income,48.0,3.85,59.6,0.00,4.00,3.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,4.67,3.00,4.50,4.50,0.00,4.00,0.00,0.00,0.00,0.00,2.00,4.50,0.00,4.00,0.00
953250050061,"Personal Data Destruction, Anonymization, and Pseudonymisation Guideline",Saudi Arabia,2024,High income,48.0,3.85,59.6,4.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,4.67,4.00,3.00,4.00,3.00,0.00,3.50,4.00,5.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00
65e92336556f,"Biological Data Storage, Access and Sharing Policy of India",India,2019,Developing,52.0,3.54,59.6,3.00,3.00,3.00,0.00,3.50,0.00,2.50,0.00,4.00,4.00,3.00,3.75,0.00,0.00,4.00,4.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
80d65d7b22d0,National Multimodal Large Language Model Programme,Singapore,2023,High income,52.0,3.54,59.5,0.00,2.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,5.00,2.00,4.00,4.00,0.00,3.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,2.00,0.00
9ca096795e31,National Data Index Operational Excellence,Saudi Arabia,2023,High income,52.0,3.54,59.5,0.00,3.00,4.00,0.00,0.00,2.00,4.00,0.00,5.00,0.00,3.00,4.33,2.00,0.00,4.00,4.67,5.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00
883e74b41771,LIFE,Luxembourg,2024,High income,52.0,3.54,59.5,0.00,3.00,2.00,5.00,0.00,4.00,2.00,5.00,0.00,0.00,2.00,4.00,0.00,3.00,0.00,4.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,3.00,4.00
d6e7295c7988,SOLAS Skills to Advance and eCollege ICT Development Pathways,Ireland,2020,High income,52.0,3.54,59.5,0.00,4.00,4.00,2.00,4.00,0.00,4.00,2.00,0.00,0.00,0.00,3.50,5.00,0.00,0.00,3.50,0.00,0.00,2.00,0.00,0.00,5.00,0.00,4.00,3.00
36729d2f4121,Australian Identity - Matching Services Bill,Australia,2019,High income,52.0,3.53,59.4,4.00,3.00,2.00,0.00,0.00,4.00,2.00,0.00,4.50,4.00,3.00,3.50,0.00,0.00,5.00,3.33,4.50,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00
b95f00e0032a,Innovation Fund Denmark,Denmark,2014,High income,52.0,3.53,59.4,5.00,3.50,3.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,4.00,4.00,2.00,4.67,0.00,4.67,0.00,4.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00
cb77d765e609,The Ethics of AI as a UNESCO Recommendation,Argentina,2020,Developing,64.0,2.62,59.4,4.00,2.33,2.00,2.00,0.00,0.00,2.67,2.00,0.00,0.00,0.00,2.00,2.00,4.00,2.00,5.00,0.00,3.00,2.00,3.00,0.00,2.00,0.00,2.00,0.00
a70849408707,Jaque and Services Guide,Brazil,2018,Developing,64.0,2.62,59.4,0.00,2.00,0.00,3.00,0.00,2.00,0.00,3.00,3.00,2.00,2.00,3.00,3.50,0.00,2.00,3.00,3.00,0.00,3.00,0.00,0.00,3.50,0.00,2.00,2.00
f5ded2d0adab,PariSanté Campus,France,2021,High income,60.0,2.92,59.4,0.00,3.00,3.00,0.00,0.00,2.00,4.00,0.00,3.00,0.00,2.00,2.00,4.00,3.50,0.00,2.33,3.00,3.00,0.00,0.00,2.00,4.00,0.00,3.00,0.00
44c1134740ab,AI Innovation Action Plan for Institutions of Higher Education,China (People’s Republic of),2018,Unknown,48.0,3.82,59.3,0.00,3.80,4.00,0.00,4.00,0.00,3.50,0.00,0.00,0.00,0.00,2.00,4.50,4.00,4.00,3.50,0.00,4.00,0.00,0.00,0.00,4.50,0.00,4.00,0.00
d5d933bdc128,p-NET Competence Center,Greece,2021,High income,56.0,3.21,59.3,0.00,4.00,3.50,2.00,0.00,3.00,3.50,2.00,0.00,0.00,3.00,0.00,4.00,3.00,0.00,5.00,0.00,2.00,2.00,0.00,0.00,4.00,0.00,4.00,0.00
006546bad567,Council Conclusions on Regulatory Sandboxes,European Union,2020,Unknown,52.0,3.51,59.3,0.00,4.00,3.00,4.00,3.50,2.00,3.00,4.00,0.00,0.00,2.00,4.00,0.00,0.00,3.50,4.67,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00
ed3a44a9f5d5,Data Trusts,United Kingdom,2018,High income,60.0,2.91,59.3,2.00,3.50,3.00,0.00,0.00,0.00,3.00,0.00,2.00,2.50,3.00,3.67,2.00,4.00,3.50,3.50,2.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00
dc3f3a232e92,Digital Government Regulatory Framework,Saudi Arabia,2023,High income,52.0,3.51,59.3,0.00,3.50,4.00,0.00,0.00,0.00,4.00,0.00,3.33,2.00,2.50,3.50,4.00,4.00,0.00,4.25,3.50,0.00,0.00,0.00,0.00,4.00,0.00,3.00,0.00
1d02193d8ebd,Platform Industry 4.0 Austria,Austria,2015,High income,48.0,3.81,59.2,0.00,3.50,3.67,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,4.00,4.00,0.00,3.00,4.00,0.00,3.50,0.00
76780565f49c,Algorithm Supervision Body,Netherlands,2023,High income,56.0,3.20,59.2,4.00,2.00,4.00,0.00,0.00,0.00,4.00,0.00,2.00,2.00,4.00,3.33,4.00,0.00,4.00,3.50,2.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00
0c1c048e80fa,Open Data Policy,Saudi Arabia,2020,High income,52.0,3.50,59.2,3.00,2.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,3.00,3.50,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,2.00,0.00
36a193ac9509,Common Regulatory Capacity for AI,United Kingdom,2022,High income,52.0,3.50,59.2,0.00,4.00,3.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,2.50,4.00,5.00,3.50,2.00,3.50,0.00,3.00,0.00,0.00,0.00,5.00,0.00,4.00,0.00
f9073e484197,National AI Programme in Finance,Singapore,2021,High income,64.0,2.59,59.2,0.00,2.00,2.00,3.00,0.00,0.00,2.00,3.00,3.00,0.00,2.00,2.50,3.00,2.50,3.00,0.00,3.50,2.00,3.00,0.00,0.00,3.00,0.00,2.00,0.00
2880a61d6f9a,National Strategy for Semiconductors,Portugal,2024,High income,52.0,3.49,59.1,0.00,3.67,3.00,4.00,0.00,2.00,3.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,2.00,0.00,4.00,4.00,0.00,0.00,4.00,0.00,3.67,0.00
53d5f15dcd59,Open Data Directive,European Union,2019,Unknown,52.0,3.48,59.0,3.00,4.00,3.00,0.00,0.00,0.00,3.50,0.00,3.67,0.00,4.00,3.00,3.00,0.00,0.00,3.33,3.75,0.00,0.00,4.00,0.00,3.00,0.00,4.00,0.00
8685be86733f,Urban Mobility Data Integration,Italy,2024,High income,56.0,3.18,59.0,0.00,2.50,3.00,2.00,0.00,0.00,2.50,2.00,4.00,0.00,3.00,4.00,4.00,0.00,0.00,4.50,4.00,0.00,2.00,0.00,0.00,4.00,0.00,3.00,0.00
29446f0b91a2,Court Ruling on the Use of AI Software in Hesse and Hamburg,Germany,2023,High income,48.0,3.78,59.0,3.00,0.00,0.00,0.00,5.00,4.00,0.00,0.00,4.67,2.00,4.00,4.00,3.00,0.00,4.00,4.00,4.67,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00
d9653c7de97c,Data Governance and Open Data Competence Centre,Estonia,2021,High income,68.0,2.27,59.0,0.00,2.00,0.00,2.00,3.00,2.00,0.00,2.00,3.00,1.00,2.00,2.67,2.00,0.00,3.00,3.00,3.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,2.00
8bbf43f93a68,Inclusion of the climate or environmental dimensions of AI in education and training,France,2024,High income,52.0,3.47,59.0,0.00,2.00,2.00,4.00,0.00,4.00,2.00,4.00,0.00,0.00,2.50,0.00,4.33,5.00,0.00,0.00,0.00,5.00,4.00,0.00,0.00,4.33,0.00,2.00,0.00
238ad69415a4,Radiobotics - RBfracture,Denmark,2022,High income,52.0,3.47,59.0,0.00,3.00,4.00,0.00,0.00,4.00,3.50,0.00,3.50,3.00,3.50,0.00,3.00,4.00,0.00,4.00,3.67,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00
6674d811d6ac,France AI,France,2017,High income,56.0,3.17,58.9,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,2.00,0.00,2.50,4.00,3.00,3.33,0.00,3.50,2.00,3.00,0.00,0.00,0.00,3.00,0.00,4.00,2.00
